t,r,i,coolingwatertech,ctt,wst,value,notes
2033,p56023,nuclear-stor1,nuclear-stor1_r_fsu,r,fsu,345.0,"TerraPower Natrium project; online date from Pacificorp 2025 IRP (https://www.pacificorp.com/content/dam/pcorp/documents/en/pacificorp/energy/integrated-resource-plan/2025-irp/2025_IRP_Vol_1_Utah.pdf, page 147)"
2030,p48057,nuclear-SMR,nuclear-SMR_r_fsu,r,fsu,320.0,Dow and X-energy project; site moved from WA to TX in 2023; details from https://x-energy.com/seadrift
2030,p12005,Nuclear,nuclear_r_fsu,r,fsu,252.715971,From ReEDS case Carbtax200
2033,p12005,Nuclear,nuclear_r_fsu,r,fsu,581.69009,From ReEDS case Carbtax200
2030,p19009,Nuclear,nuclear_r_fsu,r,fsu,708.784321,From ReEDS case Carbtax200
2033,p19009,Nuclear,nuclear_r_fsu,r,fsu,402.69933,From ReEDS case Carbtax200
2033,p18001,Nuclear,nuclear_r_fsu,r,fsu,816.935574,From ReEDS case Carbtax200
2033,p29003,Nuclear,nuclear_r_fsu,r,fsu,201.60652,From ReEDS case Carbtax200
2033,p33001,Nuclear,nuclear_r_fsu,r,fsu,364.163472,From ReEDS case Carbtax200
2033,p32001,Nuclear,nuclear_r_fsu,r,fsu,1238.477503,From ReEDS case Carbtax200
2033,p48001,Nuclear,nuclear_r_fsu,r,fsu,171.412828,From ReEDS case Carbtax200
2033,p49001,Nuclear,nuclear_r_fsu,r,fsu,0.531526,From ReEDS case Carbtax200
2030,p55003,Nuclear,nuclear_r_fsu,r,fsu,927.397304,From ReEDS case Carbtax200
2033,p55003,Nuclear,nuclear_r_fsu,r,fsu,2844.920353,From ReEDS case Carbtax200
2036,p8001,Nuclear,nuclear_r_fsu,r,fsu,640.102502,From ReEDS case Carbtax200
2036,p12005,Nuclear,nuclear_r_fsu,r,fsu,1403.737479,From ReEDS case Carbtax200
2036,p19009,Nuclear,nuclear_r_fsu,r,fsu,1088.409471,From ReEDS case Carbtax200
2036,p18001,Nuclear,nuclear_r_fsu,r,fsu,2601.773143,From ReEDS case Carbtax200
2036,p21003,Nuclear,nuclear_r_fsu,r,fsu,665.207164,From ReEDS case Carbtax200
2036,p29003,Nuclear,nuclear_r_fsu,r,fsu,260.601448,From ReEDS case Carbtax200
2036,p32001,Nuclear,nuclear_r_fsu,r,fsu,1762.45027,From ReEDS case Carbtax200
2036,p36001,Nuclear,nuclear_r_fsu,r,fsu,2041.852758,From ReEDS case Carbtax200
2036,p47001,Nuclear,nuclear_r_fsu,r,fsu,1075.0879,From ReEDS case Carbtax200
2036,p48001,Nuclear,nuclear_r_fsu,r,fsu,2392.188938,From ReEDS case Carbtax200
2036,p49001,Nuclear,nuclear_r_fsu,r,fsu,1069.656153,From ReEDS case Carbtax200
2036,p53007,Nuclear,nuclear_r_fsu,r,fsu,488.963061,From ReEDS case Carbtax200
2036,p55003,Nuclear,nuclear_r_fsu,r,fsu,597.909712,From ReEDS case Carbtax200
2039,p4015,Nuclear,nuclear_r_fsu,r,fsu,983.731242,From ReEDS case Carbtax200
2042,p4015,Nuclear,nuclear_r_fsu,r,fsu,1308.520337,From ReEDS case Carbtax200
2039,p12005,Nuclear,nuclear_r_fsu,r,fsu,4890.216764,From ReEDS case Carbtax200
2042,p12005,Nuclear,nuclear_r_fsu,r,fsu,3601.217948,From ReEDS case Carbtax200
2042,p13001,Nuclear,nuclear_r_fsu,r,fsu,2487.998691,From ReEDS case Carbtax200
2042,p24001,Nuclear,nuclear_r_fsu,r,fsu,1902.404466,From ReEDS case Carbtax200
2039,p38001,Nuclear,nuclear_r_fsu,r,fsu,93.18743,From ReEDS case Carbtax200
2042,p38001,Nuclear,nuclear_r_fsu,r,fsu,361.23063,From ReEDS case Carbtax200
2039,p32001,Nuclear,nuclear_r_fsu,r,fsu,507.192631,From ReEDS case Carbtax200
2042,p32001,Nuclear,nuclear_r_fsu,r,fsu,637.534693,From ReEDS case Carbtax200
2039,p36001,Nuclear,nuclear_r_fsu,r,fsu,687.060344,From ReEDS case Carbtax200
2042,p36001,Nuclear,nuclear_r_fsu,r,fsu,2872.709948,From ReEDS case Carbtax200
2042,p47001,Nuclear,nuclear_r_fsu,r,fsu,57.946886,From ReEDS case Carbtax200
2042,p48037,Nuclear,nuclear_r_fsu,r,fsu,2.401425,From ReEDS case Carbtax200
2042,p49001,Nuclear,nuclear_r_fsu,r,fsu,710.863974,From ReEDS case Carbtax200
2042,p55003,Nuclear,nuclear_r_fsu,r,fsu,1114.680799,From ReEDS case Carbtax200
2045,p4015,Nuclear,nuclear_r_fsu,r,fsu,300.45,From ReEDS case Carbtax200
2048,p4015,Nuclear,nuclear_r_fsu,r,fsu,732.033159,From ReEDS case Carbtax200
2045,p12005,Nuclear,nuclear_r_fsu,r,fsu,243.474601,From ReEDS case Carbtax200
2048,p12005,Nuclear,nuclear_r_fsu,r,fsu,1869.957569,From ReEDS case Carbtax200
2048,p13001,Nuclear,nuclear_r_fsu,r,fsu,520.712724,From ReEDS case Carbtax200
2048,p19009,Nuclear,nuclear_r_fsu,r,fsu,1302.511025,From ReEDS case Carbtax200
2045,p17007,Nuclear,nuclear_r_fsu,r,fsu,2782.645198,From ReEDS case Carbtax200
2048,p17007,Nuclear,nuclear_r_fsu,r,fsu,831.891193,From ReEDS case Carbtax200
2048,p21003,Nuclear,nuclear_r_fsu,r,fsu,43.264994,From ReEDS case Carbtax200
2048,p29003,Nuclear,nuclear_r_fsu,r,fsu,515.503419,From ReEDS case Carbtax200
2048,p37003,Nuclear,nuclear_r_fsu,r,fsu,731.371942,From ReEDS case Carbtax200
2045,p38001,Nuclear,nuclear_r_fsu,r,fsu,376.782276,From ReEDS case Carbtax200
2048,p38001,Nuclear,nuclear_r_fsu,r,fsu,429.289292,From ReEDS case Carbtax200
2045,p32001,Nuclear,nuclear_r_fsu,r,fsu,456.371375,From ReEDS case Carbtax200
2048,p32001,Nuclear,nuclear_r_fsu,r,fsu,669.868116,From ReEDS case Carbtax200
2045,p36001,Nuclear,nuclear_r_fsu,r,fsu,349.875462,From ReEDS case Carbtax200
2048,p36001,Nuclear,nuclear_r_fsu,r,fsu,2148.400614,From ReEDS case Carbtax200
2048,p47001,Nuclear,nuclear_r_fsu,r,fsu,968.336987,From ReEDS case Carbtax200
2045,p48001,Nuclear,nuclear_r_fsu,r,fsu,7824.925751,From ReEDS case Carbtax200
2048,p48001,Nuclear,nuclear_r_fsu,r,fsu,2735.089798,From ReEDS case Carbtax200
2045,p51003,Nuclear,nuclear_r_fsu,r,fsu,4762.281294,From ReEDS case Carbtax200
2048,p51003,Nuclear,nuclear_r_fsu,r,fsu,1910.99964,From ReEDS case Carbtax200
2048,p55003,Nuclear,nuclear_r_fsu,r,fsu,454.821484,From ReEDS case Carbtax200
