t,r,i,coolingwatertech,ctt,wst,value,notes
2033,p56023,nuclear-stor1,nuclear-stor1_r_fsu,r,fsu,345.0,"TerraPower Natrium project; online date from Pacificorp 2025 IRP (https://www.pacificorp.com/content/dam/pcorp/documents/en/pacificorp/energy/integrated-resource-plan/2025-irp/2025_IRP_Vol_1_Utah.pdf, page 147)"
2030,p48057,nuclear-SMR,nuclear-SMR_r_fsu,r,fsu,320.0,Dow and X-energy project; site moved from WA to TX in 2023; details from https://x-energy.com/seadrift
2033,p17007,Nuclear,nuclear_r_fsu,r,fsu,1617.053524,From ReEDS case Carbtax50
2033,p55003,Nuclear,nuclear_r_fsu,r,fsu,1883.002378,From ReEDS case Carbtax50
2036,p8001,Nuclear,nuclear_r_fsu,r,fsu,712.51498,From ReEDS case Carbtax50
2036,p13001,Nuclear,nuclear_r_fsu,r,fsu,1640.914439,From ReEDS case Carbtax50
2036,p19009,Nuclear,nuclear_r_fsu,r,fsu,253.334398,From ReEDS case Carbtax50
2036,p17007,Nuclear,nuclear_r_fsu,r,fsu,1870.486042,From ReEDS case Carbtax50
2036,p18001,Nuclear,nuclear_r_fsu,r,fsu,2068.209621,From ReEDS case Carbtax50
2036,p38001,Nuclear,nuclear_r_fsu,r,fsu,103.281374,From ReEDS case Carbtax50
2036,p32001,Nuclear,nuclear_r_fsu,r,fsu,1723.213341,From ReEDS case Carbtax50
2036,p36001,Nuclear,nuclear_r_fsu,r,fsu,1606.465457,From ReEDS case Carbtax50
2036,p47001,Nuclear,nuclear_r_fsu,r,fsu,523.434713,From ReEDS case Carbtax50
2036,p49001,Nuclear,nuclear_r_fsu,r,fsu,1110.737042,From ReEDS case Carbtax50
2036,p53007,Nuclear,nuclear_r_fsu,r,fsu,432.933958,From ReEDS case Carbtax50
2036,p55003,Nuclear,nuclear_r_fsu,r,fsu,1329.754896,From ReEDS case Carbtax50
2042,p4015,Nuclear,nuclear_r_fsu,r,fsu,218.589798,From ReEDS case Carbtax50
2042,p32001,Nuclear,nuclear_r_fsu,r,fsu,214.506367,From ReEDS case Carbtax50
2042,p36001,Nuclear,nuclear_r_fsu,r,fsu,1093.684104,From ReEDS case Carbtax50
2048,p1007,Nuclear,nuclear_r_fsu,r,fsu,284.655522,From ReEDS case Carbtax50
2045,p4015,Nuclear,nuclear_r_fsu,r,fsu,1131.64492,From ReEDS case Carbtax50
2048,p4015,Nuclear,nuclear_r_fsu,r,fsu,924.212834,From ReEDS case Carbtax50
2048,p10001,Nuclear,nuclear_r_fsu,r,fsu,469.805249,From ReEDS case Carbtax50
2045,p12005,Nuclear,nuclear_r_fsu,r,fsu,2128.080386,From ReEDS case Carbtax50
2048,p12005,Nuclear,nuclear_r_fsu,r,fsu,4126.167876,From ReEDS case Carbtax50
2048,p13001,Nuclear,nuclear_r_fsu,r,fsu,1040.629447,From ReEDS case Carbtax50
2045,p19009,Nuclear,nuclear_r_fsu,r,fsu,1.668054,From ReEDS case Carbtax50
2048,p19009,Nuclear,nuclear_r_fsu,r,fsu,590.293683,From ReEDS case Carbtax50
2045,p17007,Nuclear,nuclear_r_fsu,r,fsu,1959.478315,From ReEDS case Carbtax50
2048,p17007,Nuclear,nuclear_r_fsu,r,fsu,2.079992,From ReEDS case Carbtax50
2045,p38001,Nuclear,nuclear_r_fsu,r,fsu,330.369046,From ReEDS case Carbtax50
2048,p38001,Nuclear,nuclear_r_fsu,r,fsu,309.995844,From ReEDS case Carbtax50
2045,p32001,Nuclear,nuclear_r_fsu,r,fsu,827.75689,From ReEDS case Carbtax50
2048,p32001,Nuclear,nuclear_r_fsu,r,fsu,866.350771,From ReEDS case Carbtax50
2045,p36001,Nuclear,nuclear_r_fsu,r,fsu,1637.54448,From ReEDS case Carbtax50
2048,p36001,Nuclear,nuclear_r_fsu,r,fsu,1485.703941,From ReEDS case Carbtax50
2048,p47001,Nuclear,nuclear_r_fsu,r,fsu,602.544387,From ReEDS case Carbtax50
2048,p48037,Nuclear,nuclear_r_fsu,r,fsu,123.506722,From ReEDS case Carbtax50
2045,p49001,Nuclear,nuclear_r_fsu,r,fsu,234.855555,From ReEDS case Carbtax50
2048,p49001,Nuclear,nuclear_r_fsu,r,fsu,362.51662,From ReEDS case Carbtax50
2045,p51003,Nuclear,nuclear_r_fsu,r,fsu,7035.897869,From ReEDS case Carbtax50
2048,p51003,Nuclear,nuclear_r_fsu,r,fsu,1025.275138,From ReEDS case Carbtax50
2048,p55003,Nuclear,nuclear_r_fsu,r,fsu,994.586906,From ReEDS case Carbtax50
